script_id,imdb_character_name,words,gender,age,total_dialogue,imdb_id,title,year,gross (inflation-adjusted),link,proportion_of_dialogue
674,chess player,221,m,47.0,6316,tt0082010,An American Werewolf in London,1981,,film_20100519/all_imsdb_05_19_10/American-Werewolf-in-London.html,0.03499050031665611
674,david kessler,2295,m,30.0,6316,tt0082010,An American Werewolf in London,1981,,film_20100519/all_imsdb_05_19_10/American-Werewolf-in-London.html,0.36336288790373655
674,dr. j. s. hirsc,1161,m,52.0,6316,tt0082010,An American Werewolf in London,1981,,film_20100519/all_imsdb_05_19_10/American-Werewolf-in-London.html,0.18381887270424319
674,inspector villi,220,m,52.0,6316,tt0082010,An American Werewolf in London,1981,,film_20100519/all_imsdb_05_19_10/American-Werewolf-in-London.html,0.03483217226092464
674,jack goodman,986,m,26.0,6316,tt0082010,An American Werewolf in London,1981,,film_20100519/all_imsdb_05_19_10/American-Werewolf-in-London.html,0.15611146295123496
674,mr. collins,135,m,37.0,6316,tt0082010,An American Werewolf in London,1981,,film_20100519/all_imsdb_05_19_10/American-Werewolf-in-London.html,0.02137428752374921
676,bartok,673,m,33.0,5151,tt0118617,Anastasia,1997,110.0,film_20100519/all_imsdb_05_19_10/Anastasia.html,0.1306542418947777
676,dimitri,944,m,,5151,tt0118617,Anastasia,1997,110.0,film_20100519/all_imsdb_05_19_10/Anastasia.html,0.18326538536206563
676,rasputin,743,m,59.0,5151,tt0118617,Anastasia,1997,110.0,film_20100519/all_imsdb_05_19_10/Anastasia.html,0.1442438361483207
676,vladimir,643,m,42.0,5151,tt0118617,Anastasia,1997,110.0,film_20100519/all_imsdb_05_19_10/Anastasia.html,0.12483013007183072
678,agent miller,137,m,37.0,12842,tt0289848,Analyze That,2002,48.0,film_20100519/all_imsdb_05_19_10/Analyze-That.html,0.010668120230493693
678,anthony bella,170,m,43.0,12842,tt0289848,Analyze That,2002,48.0,film_20100519/all_imsdb_05_19_10/Analyze-That.html,0.013237813424700203
678,ben sobel,4922,m,54.0,12842,tt0289848,Analyze That,2002,48.0,film_20100519/all_imsdb_05_19_10/Analyze-That.html,0.38327363339043763
